"#","Reel","Match","V","C","Dur","Source In","Source Out","Record Duration","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"1","","","","C","","00:00:00:09","00:00:05:13","00:00:05:04","00:00:00:09","00:00:05:13","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"2","","","","C","","00:00:06:20","00:00:07:21","00:00:01:01","00:00:06:20","00:00:07:21","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"3","","","","C","","00:00:07:20","00:00:08:22","00:00:01:02","00:00:07:20","00:00:08:22","","","","","","","0.000","","Blue","Κέντρο-Απόλλων-Τόξο","",""
"4","","","","C","","00:00:15:08","00:00:17:08","00:00:02:00","00:00:15:08","00:00:17:08","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"5","","","","C","","00:00:18:06","00:00:19:03","00:00:00:21","00:00:18:06","00:00:19:03","","","","","","","0.000","","Blue","Ευρυτίωνας","",""
"6","","","","C","","00:00:23:05","00:00:24:00","00:00:00:19","00:00:23:05","00:00:24:00","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"7","","","","C","","00:00:24:17","00:00:25:15","00:00:00:22","00:00:24:17","00:00:25:15","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"8","","","","C","","00:00:26:00","00:00:26:10","00:00:00:10","00:00:26:00","00:00:26:10","","","","","","","0.000","","Blue","Θησέας","",""
"9","","","","C","","00:00:28:10","00:00:30:05","00:00:01:19","00:00:28:10","00:00:30:05","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"10","","","","C","","00:00:35:05","00:00:36:11","00:00:01:06","00:00:35:05","00:00:36:11","","","","","","","0.000","","Blue","Ευρυτίωνας","",""
"11","","","","C","","00:00:37:05","00:00:38:17","00:00:01:12","00:00:37:05","00:00:38:17","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"12","","","","C","","00:00:39:04","00:00:41:05","00:00:02:01","00:00:39:04","00:00:41:05","","","","","","","0.000","","Blue","Θησέας","",""
"13","","","","C","","00:00:41:11","00:00:50:12","00:00:09:01","00:00:41:11","00:00:50:12","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"14","","","","C","","00:00:52:11","00:00:53:19","00:00:01:08","00:00:52:11","00:00:53:19","","","","","","","0.000","","Blue","Κέντρο-Απόλλων-Τόξο","",""
"15","","","","C","","00:00:53:22","00:00:54:11","00:00:00:13","00:00:53:22","00:00:54:11","","","","","","","0.000","","Blue","Θησέας","",""
"16","","","","C","","00:00:54:15","00:00:55:22","00:00:01:07","00:00:54:15","00:00:55:22","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"17","","","","C","","00:01:02:23","00:01:03:11","00:00:00:12","00:01:02:23","00:01:03:11","","","","","","","0.000","","Blue","Ευρυτίωνας","",""
"18","","","","C","","00:01:10:06","00:01:11:20","00:00:01:14","00:01:10:06","00:01:11:20","","","","","","","0.000","","Blue","Ευρυτίωνας","",""
"19","","","","C","","00:01:12:05","00:01:15:14","00:00:03:09","00:01:12:05","00:01:15:14","","","","","","","0.000","","Blue","Δηιδάμεια","",""
"20","","","","C","","00:01:15:13","00:01:17:14","00:00:02:01","00:01:15:13","00:01:17:14","","","","","","","0.000","","Blue","Ευρυτίωνας","",""
"21","","","","C","","00:01:18:12","00:01:19:15","00:00:01:03","00:01:18:12","00:01:19:15","","","","","","","0.000","","Blue","Δηιδάμεια","",""
"22","","","","C","","00:01:20:09","00:01:25:12","00:00:05:03","00:01:20:09","00:01:25:12","","","","","","","0.000","","Blue","Κέντρο-Απόλλων-Αριστερό Χέρι","",""
"23","","","","C","","00:01:28:04","00:01:30:05","00:00:02:01","00:01:28:04","00:01:30:05","","","","","","","0.000","","Blue","Κέντρο-Απόλλων-Αριστερό Χέρι","",""
"24","","","","C","","00:01:31:07","00:01:31:21","00:00:00:14","00:01:31:07","00:01:31:21","","","","","","","0.000","","Blue","Θησέας","",""
"25","","","","C","","00:01:32:00","00:01:33:09","00:00:01:09","00:01:32:00","00:01:33:09","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"26","","","","C","","00:01:34:00","00:01:38:07","00:00:04:07","00:01:34:00","00:01:38:07","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"27","","","","C","","00:01:40:05","00:01:40:06","00:00:00:01","00:01:40:05","00:01:40:06","","","","","","","0.000","","Blue","Ευρυτίωνας","",""
"28","","","","C","","00:01:44:05","00:01:44:06","00:00:00:01","00:01:44:05","00:01:44:06","","","","","","","0.000","","Blue","Ευρυτίωνας","",""
"29","","","","C","","00:01:45:02","00:01:46:11","00:00:01:09","00:01:45:02","00:01:46:11","","","","","","","0.000","","Blue","Ευρυτίωνας","",""
"30","","","","C","","00:01:50:01","00:01:51:13","00:00:01:12","00:01:50:01","00:01:51:13","","","","","","","0.000","","Blue","Κέντρο-Απόλλων-Τόξο","",""
